Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon
683,A1,1,10,20.56707,-98.217105
684,A1,1,3,20.513761,-98.243933
685,A1,1,64,20.518723,-98.22091
686,A1,1,3,20.524633,-98.229555
687,A1,1,23,20.466139,-98.25782
688,A1,1,36,20.485481,-98.264213
689,A1,1,1,20.54456,-98.216964
690,A1,1,2,20.511211,-98.219884
691,A1,1,5,20.567627,-98.211859
692,A1,1,33,20.465659,-98.281269
693,A1,1,5,20.462319,-98.178353
694,A1,1,1,20.484209,-98.135284
695,A1,1,5,20.513169,-98.170929
696,A1,1,0,20.517184,-98.212782
697,A1,1,3,20.471606,-98.150799
698,A1,1,1,20.455957,-98.157767
699,A1,1,149,20.56198,-98.192167
700,A1,1,11,20.525998,-98.186074
701,A1,1,3,20.532301,-98.213202
702,A1,1,0,20.553526,-98.152205
703,A1,1,7,20.495132,-98.291363
704,A1,2,1.5,20.538779,-98.191333
705,A1,1,2,20.446849,-98.17384
706,A1,1,4,20.545232,-98.208309
707,A1,1,5,20.446456,-98.172397
708,A1,2,17,20.530859,-98.17278
709,A1,1,2,20.513454,-98.215162
710,A1,1,2,20.455356,-98.154507
711,A1,1,33,20.459939,-98.151345
712,A1,1,1,20.497884,-98.247178
713,A1,1,1,20.52641,-98.187474
714,A1,1,2,20.509738,-98.229942
715,A1,1,3,20.460699,-98.167516
716,A1,1,20,20.543193,-98.199138
717,A1,1,4,20.472902,-98.152982
718,A1,1,5,20.461534,-98.150617
719,A1,1,5,20.54031,-98.210693
720,A1,1,2,20.553527,-98.123022
721,A1,1,2,20.551409,-98.141391
722,A1,1,138,20.514684,-98.212866
723,A1,1,133,20.476651,-98.175428
724,A1,1,83,20.516244,-98.193266
725,A1,1,7,20.445608,-98.160817
726,A1,1,4,20.539131,-98.222972
727,A1,1,10,20.464602,-98.154816
728,A1,1,7,20.524449,-98.224608
729,A1,1,6,20.468352,-98.182987
730,A1,1,10,20.481936,-98.139855
731,A1,1,4,20.464399,-98.272359
732,A1,1,15,20.466487,-98.267827
733,A1,1,51,20.46635,-98.206766
734,A1,1,5,20.51368,-98.233167
735,A1,1,1,20.501213,-98.260903
736,A1,1,13,20.464185,-98.131549
737,A1,1,4,20.539647,-98.185797
738,A1,1,17,20.528527,-98.189235
739,A1,1,80,20.468779,-98.163254
740,A1,1,11,20.544126,-98.221813
741,A1,1,2,20.509468,-98.240658
742,A1,1,27,20.498723,-98.197661
743,A1,1,3,20.470816,-98.154479
744,A1,1,1,20.482753,-98.242383
745,A1,1,10,20.487497,-98.236907
746,A1,1,3,20.522599,-98.236398
747,A1,1,12,20.510324,-98.202253
748,A1,1,1,20.480979,-98.133127
749,A1,1,97,20.532919,-98.189333
750,A1,1,4,20.487932,-98.192861
751,A1,1,1,20.536409,-98.200911
752,A1,1,4,20.547956,-98.200834
753,A1,1,68,20.480541,-98.206093
754,A1,1,78,20.495234,-98.239373
755,A1,1,1,20.547711,-98.18827
756,A1,1,3,20.465555,-98.268048
757,A1,1,115,20.484452,-98.199018
758,A1,1,33,20.480805,-98.22311
759,A1,1,2,20.501556,-98.226987
760,A1,1,24,20.517672,-98.237136
761,A1,1,25,20.481388,-98.202713
762,A1,1,4,20.483508,-98.180985
763,A1,1,52,20.548741,-98.139072
764,A1,1,33,20.488858,-98.186382
765,A1,1,44,20.515277,-98.237322
766,A1,2,63,20.556204,-98.190031
767,A1,1,7,20.522607,-98.166687
768,A1,2,26,20.502772,-98.11263
769,A1,1,41,20.484963,-98.252262
770,A1,1,51,20.500199,-98.196755
771,A1,1,13,20.453139,-98.155689
772,A1,1,10,20.489524,-98.179484
773,A1,1,18,20.566271,-98.140445
774,A1,1,59,20.509803,-98.226313
775,A1,2,14,20.479102,-98.243577
776,A1,1,0,20.451229,-98.178457
777,A1,1,8,20.50768,-98.24226
778,A1,1,44,20.48599,-98.190318
779,A1,1,23,20.502139,-98.153752
780,A1,1,50,20.496328,-98.269202
781,A1,1,20,20.520297,-98.161071
782,A1,1,60,20.501202,-98.187986
783,A1,1,40,20.513482,-98.253556
784,A1,2,63.5,20.461474,-98.212891
785,A1,1,33,20.540578,-98.153372
786,A1,1,32,20.554677,-98.169062
787,A1,1,1,20.517996,-98.202061
788,A1,1,3,20.518448,-98.176821
789,A1,1,10,20.519623,-98.167797
790,A1,1,32,20.519593,-98.230054
791,A1,1,4,20.48795,-98.208744
792,A1,2,1,20.527736,-98.264464
793,A1,1,27,20.501315,-98.199568
794,A1,1,3,20.458504,-98.165395
795,A1,1,6,20.508035,-98.242746
796,A1,1,2,20.519064,-98.173307
797,A1,1,24,20.485756,-98.159941
798,A1,1,34,20.471262,-98.187153
799,A1,1,39,20.477804,-98.160044
800,A1,1,50,20.505688,-98.273398
801,A1,1,3,20.532096,-98.154543
802,A1,1,103,20.562848,-98.136324
803,A1,1,7,20.504828,-98.214249
804,A1,1,171,20.573113,-98.138393
805,A1,1,12,20.46748,-98.140611
806,A1,1,4,20.520019,-98.217686
807,A1,1,16,20.482895,-98.176243
808,A1,1,44,20.493617,-98.186232
809,A1,1,1,20.469193,-98.189422
810,A1,1,86,20.449433,-98.16473
811,A1,1,2,20.576912,-98.217483
812,A1,1,29,20.494841,-98.277664
813,A1,1,23,20.463753,-98.224084
814,A1,1,7,20.527581,-98.251768
815,A1,1,20,20.526705,-98.153428
816,A1,1,12,20.522131,-98.181583
817,A1,1,1,20.472977,-98.189783
818,A1,2,17,20.49933,-98.243938
819,A1,1,7,20.469697,-98.174512
820,A1,1,52,20.489458,-98.242173
821,A1,1,5,20.511211,-98.184507
822,A1,1,3,20.486871,-98.178482
823,A1,1,2,20.547805,-98.202437
824,A1,1,6,20.490493,-98.250562
825,A1,1,4,20.5113,-98.219537
826,A1,1,1,20.533902,-98.198568
827,A1,1,2,20.460315,-98.149117
828,A1,1,2,20.538294,-98.245219
829,A1,1,31,20.552492,-98.144022
830,A1,1,7,20.444661,-98.211322
831,A1,1,7,20.5307,-98.191858
832,A1,1,8,20.481843,-98.220477
833,A1,1,12,20.539276,-98.230156
834,A1,1,1,20.513004,-98.228594
835,A1,1,6,20.471456,-98.177308
836,A1,1,1,20.492487,-98.134154
837,A1,1,8,20.517818,-98.172484
838,A1,1,8,20.532353,-98.182697
839,A1,1,2,20.546964,-98.193358
840,A1,1,0,20.537273,-98.143007
841,A1,1,9,20.573115,-98.213487
842,A1,1,0,20.453018,-98.147447
843,A1,1,12,20.519702,-98.141071
844,A1,2,20.5,20.47413,-98.13641
845,A1,1,51,20.486613,-98.289155
846,A1,1,10,20.551297,-98.203838
847,A1,1,3,20.489249,-98.269421
848,A1,1,1,20.47901,-98.150313
849,A1,1,7,20.549121,-98.153484
850,A1,1,22,20.506547,-98.25973
851,A1,2,2,20.483072,-98.238995
852,A1,1,14,20.503392,-98.22727
853,A1,1,4,20.549584,-98.199364
854,A1,1,3,20.447956,-98.147345
855,A1,1,7,20.512139,-98.223401
856,A1,1,3,20.529268,-98.166586
857,A1,1,7,20.452143,-98.165323
858,A1,1,34,20.488955,-98.217362
859,A1,1,1,20.461612,-98.159046
860,A1,1,2,20.47059,-98.13254
861,A1,1,11,20.482002,-98.19886
862,A1,1,2,20.528689,-98.164461
863,A1,1,1,20.543478,-98.213548
864,A1,1,3,20.554937,-98.17021
865,A1,1,12,20.528816,-98.157085
866,A1,1,1,20.471366,-98.17011
867,A1,1,11,20.55954,-98.161211
868,A1,1,4,20.53369,-98.135396
869,A1,1,7,20.488762,-98.223078
870,A1,1,60,20.533441,-98.217689
871,A1,1,87,20.509506,-98.206015
872,A1,2,23,20.537286,-98.209036
873,A1,1,5,20.537769,-98.192449
874,A1,1,11,20.527027,-98.194071
875,A1,1,2,20.488285,-98.219735
876,A1,1,26,20.480537,-98.176633
877,A1,1,12,20.482573,-98.219762
878,A1,1,14,20.454358,-98.165397
879,A1,2,13.5,20.454477,-98.165963
880,A1,1,2,20.498065,-98.191604
881,A1,1,7,20.455737,-98.157922
882,A1,1,14,20.563702,-98.169473
883,A1,1,6,20.513064,-98.146271
884,A1,1,4,20.516434,-98.167016
885,A1,1,1,20.525074,-98.235361
886,A1,1,55,20.466967,-98.198616
887,A1,1,11,20.513929,-98.199913
888,A1,1,2,20.52878,-98.199587
889,A1,1,2,20.538921,-98.202206
890,A1,1,5,20.540827,-98.173827
891,A1,1,12,20.454213,-98.158709
892,A1,1,1,20.509542,-98.157101
893,A1,1,1,20.492847,-98.207965
894,A1,1,0,20.543072,-98.164985
895,A1,1,10,20.474339,-98.140926
896,A1,1,2,20.505839,-98.181377
897,A1,2,10,20.527164,-98.223551
898,A1,1,2,20.52102,-98.220471
899,A1,1,19,20.472177,-98.18323
900,A1,2,1.5,20.44407,-98.152415
901,A1,1,4,20.485441,-98.179245
902,A1,1,4,20.499343,-98.22124
903,A1,1,57,20.53786,-98.189829
904,A1,1,41,20.498587,-98.190263
905,A1,1,0,20.558466,-98.134925
906,A1,1,3,20.471276,-98.155592
907,A1,1,20,20.500422,-98.172258
908,A1,1,7,20.521813,-98.153842
909,A1,1,13,20.550301,-98.174936
910,A1,1,9,20.492946,-98.170412
911,A1,1,6,20.457343,-98.219313
912,A1,1,2,20.524821,-98.231792
913,A1,1,16,20.481262,-98.185584
914,A1,1,4,20.465747,-98.174329
915,A1,1,56,20.492013,-98.158154
916,A1,1,19,20.518049,-98.218639
917,A1,1,4,20.549274,-98.184283
918,A1,1,4,20.526429,-98.234763
919,A1,1,15,20.472431,-98.179972
920,A1,1,4,20.570497,-98.139821
921,A1,1,15,20.532727,-98.14988
922,A1,1,5,20.510134,-98.210765
923,A1,1,14,20.455172,-98.161712
924,A1,1,12,20.525545,-98.221401
925,A1,1,19,20.48091,-98.210644
926,A1,1,2,20.506276,-98.183582
927,A1,1,90,20.47346,-98.18128
928,A1,1,2,20.473757,-98.235616
929,A1,1,0,20.517366,-98.191107
930,A1,1,1,20.482661,-98.2213
931,A1,1,2,20.541564,-98.200087
932,A1,1,54,20.531121,-98.219049
933,A1,1,3,20.518851,-98.136672
934,A1,2,6.5,20.579025,-98.220525
935,A1,1,9,20.476697,-98.18923
936,A1,1,43,20.510422,-98.152439
937,A1,1,37,20.505571,-98.140733
938,A1,1,7,20.520923,-98.123715
939,A1,1,2,20.530114,-98.218571
940,A1,1,3,20.516238,-98.15609
941,A1,1,4,20.487824,-98.191521
942,A1,1,6,20.550948,-98.176715
943,A1,1,17,20.528989,-98.124747
944,A1,1,3,20.511416,-98.17936
945,A1,1,8,20.504686,-98.126642
946,A1,1,19,20.518173,-98.173836
947,A1,1,0,20.518214,-98.161459
948,A1,1,0,20.558898,-98.131888
949,A1,1,10,20.492888,-98.26281
950,A1,1,1,20.462345,-98.206329
951,A1,1,111,20.461307,-98.289284
952,A1,1,25,20.472996,-98.242477
953,A1,2,71.5,20.444444,-98.228452
954,A1,1,3,20.568197,-98.209685
955,A1,1,9,20.481649,-98.143466
956,A1,2,13,20.501513,-98.164503
957,A1,1,14,20.487449,-98.157342
958,A1,1,17,20.516457,-98.167095
959,A1,1,61,20.460453,-98.191795
960,A1,1,35,20.54208,-98.135407
961,A1,1,2,20.521389,-98.159609
962,A1,1,17,20.517297,-98.200873
963,A1,1,115,20.545608,-98.133251
964,A1,1,83,20.492378,-98.218875
965,A1,2,5,20.506234,-98.240585
966,A1,2,20.5,20.48561,-98.241141
967,A1,1,2,20.542262,-98.183285
968,A1,2,29.5,20.534696,-98.233853
969,A1,1,46,20.513936,-98.12944
970,A1,1,3,20.458448,-98.178286
971,A1,1,5,20.575451,-98.197762
972,A1,1,2,20.514824,-98.123419
973,A1,1,1,20.551681,-98.148421
974,A1,1,8,20.487005,-98.254583
975,A1,1,1,20.447734,-98.163693
976,A1,1,4,20.498194,-98.275894
977,A1,1,5,20.488772,-98.127139
978,A1,1,3,20.533968,-98.221086
979,A1,2,33,20.494655,-98.199026
980,A1,1,0,20.563498,-98.210852
981,A1,1,5,20.504719,-98.15061
982,A1,2,3.5,20.499159,-98.245205
983,A1,1,6,20.548581,-98.204201
984,A1,2,18,20.466083,-98.190493
985,A1,1,11,20.560038,-98.132992
986,A1,1,10,20.507439,-98.275829
987,A1,1,2,20.552838,-98.179774
988,A1,1,4,20.531497,-98.165998
989,A1,1,10,20.499868,-98.254552
990,A1,1,120,20.550118,-98.149002
991,A1,1,21,20.495065,-98.265258
992,A1,1,54,20.564962,-98.142698
993,A1,1,6,20.468059,-98.167212
994,A1,1,10,20.484349,-98.259112
995,A1,1,7,20.544611,-98.129888
996,A1,1,7,20.495005,-98.250583
997,A1,1,0,20.538877,-98.205168
998,A1,1,3,20.515507,-98.176204
999,A1,1,4,20.490578,-98.208954
1000,A1,1,8,20.443812,-98.160149
1001,A1,1,12,20.48565,-98.149673
1002,A1,1,2,20.532312,-98.16917
1003,A1,1,2,20.552953,-98.218919
1004,A1,1,44,20.538421,-98.136076
1005,A1,1,3,20.557551,-98.21303
1006,A1,1,8,20.535608,-98.193017
1007,A1,1,4,20.505355,-98.203345
1008,A1,1,45,20.486558,-98.156949
1009,A1,1,1,20.559927,-98.200451
1010,A1,1,1,20.565953,-98.216919
1011,A1,1,9,20.565967,-98.207275
1012,A1,1,10,20.507678,-98.117559
1013,A1,1,9,20.540173,-98.196328
1014,A1,1,8,20.501393,-98.131361
1015,A1,1,13,20.505002,-98.298948
1016,A1,1,46,20.455797,-98.162249
1017,A1,2,76.5,20.472157,-98.231856
1018,A1,1,39,20.479646,-98.175055
1019,A1,1,2,20.539281,-98.223518
1020,A1,1,2,20.535824,-98.20868
1021,A1,1,4,20.453239,-98.154834
1022,A1,1,1,20.475544,-98.196014
1023,A1,1,86,20.523549,-98.166103
1024,A1,1,4,20.546352,-98.183963
1025,A1,1,2,20.487959,-98.132698
1026,A1,1,4,20.506529,-98.160491
1027,A1,1,13,20.517257,-98.179507
1028,A1,1,2,20.49734,-98.139538
1029,A1,1,2,20.490264,-98.283133
1030,A1,1,8,20.567378,-98.213223
1031,A1,1,52,20.497108,-98.194315
1032,A1,1,26,20.506105,-98.207392
1033,A1,1,37,20.450113,-98.173132
1034,A1,1,9,20.513247,-98.183064
1035,A1,1,2,20.579052,-98.224067
1036,A1,1,2,20.548518,-98.184434
1037,A1,2,9,20.481628,-98.224101
1038,A1,1,8,20.449848,-98.17161
1039,A1,1,19,20.530588,-98.132375
1040,A1,1,2,20.512279,-98.189698
1041,A1,1,4,20.493203,-98.183178
1042,A1,1,1,20.448883,-98.165742
1043,A1,1,3,20.53019,-98.207533
1044,A1,1,120,20.482028,-98.186671
1045,A1,1,7,20.514993,-98.21655
1046,A1,1,8,20.494085,-98.185804
1047,A1,1,3,20.529384,-98.200292
1048,A1,1,90,20.494421,-98.27874
1049,A1,1,2,20.496056,-98.246475
1050,A1,1,2,20.511999,-98.217293
1051,A1,1,2,20.540177,-98.223919
1052,A1,1,2,20.55195,-98.225146
1053,A1,1,63,20.501399,-98.212606
1054,A1,1,5,20.485763,-98.220193
1055,A1,1,129,20.469742,-98.19903
1056,A1,1,1,20.495186,-98.19773
1057,A1,1,2,20.552729,-98.210638
1058,A1,1,55,20.480449,-98.217781
1059,A1,1,84,20.557295,-98.146884
1060,A1,1,1,20.506031,-98.136955
1061,A1,2,11,20.492149,-98.210629
1062,A1,1,15,20.492157,-98.189069
1063,A1,1,11,20.511531,-98.173327
1064,A1,1,10,20.554156,-98.183861
1065,A1,1,4,20.559181,-98.139453
1066,A1,1,4,20.500326,-98.157086
1067,A1,1,1,20.476117,-98.241893
1068,A1,1,1,20.473894,-98.245322
1069,A1,1,15,20.490802,-98.27288
1070,A1,1,21,20.583653,-98.132391
1071,A1,1,2,20.541322,-98.197815
1072,A1,1,1,20.53516,-98.234425
1073,A1,1,144,20.479294,-98.249507
1074,A1,1,7,20.519852,-98.176573
1075,A1,1,2,20.470662,-98.158122
1076,A1,1,0,20.563294,-98.20437
1077,A1,1,2,20.564738,-98.131876
1078,A1,1,2,20.535343,-98.18627
1079,A1,1,11,20.470481,-98.180844
1080,A1,1,8,20.510098,-98.223968
1081,A1,1,65,20.542011,-98.131571
1082,A1,1,33,20.510966,-98.157725
1083,A1,1,14,20.511973,-98.179232
1084,A1,1,2,20.520719,-98.22846
1085,A1,1,7,20.555116,-98.195002
1086,A1,2,1.5,20.53758,-98.19531
1087,A1,1,2,20.485769,-98.268455
1088,A1,1,4,20.456692,-98.160271
1089,A1,1,34,20.513006,-98.157087
1090,A1,1,2,20.541048,-98.191386
1091,A1,1,7,20.523782,-98.16768
1092,A1,1,3,20.519619,-98.152194
1093,A1,1,14,20.555362,-98.222261
1094,A1,1,1,20.565602,-98.213543
1095,A1,1,2,20.537997,-98.204179
1096,A1,1,0,20.573679,-98.203272
1097,A1,1,6,20.542014,-98.223622
1098,A1,1,2,20.485409,-98.286482
1099,A1,1,3,20.535936,-98.234367
1100,A1,1,3,20.542997,-98.201662
1101,A1,1,9,20.535879,-98.202351
1102,A1,1,7,20.457629,-98.161873
1103,A1,1,0,20.516384,-98.189717
1104,A1,1,7,20.535116,-98.184759
1105,A1,1,1,20.540126,-98.187323
1106,A1,1,1,20.53506,-98.205748
1107,A1,1,2,20.556572,-98.173526
1108,A1,1,2,20.508384,-98.185717
1109,A1,1,4,20.548916,-98.187464
1110,A1,1,2,20.549473,-98.155353
1111,A1,1,4,20.556418,-98.141697
1112,A1,1,2,20.534891,-98.19909
1113,A1,1,2,20.475936,-98.15357
1114,A1,1,30,20.458902,-98.153515
1115,A1,2,13,20.573268,-98.124109
1116,A1,1,1,20.550304,-98.180825
1117,A1,1,2,20.475985,-98.183184
1118,A1,1,11,20.496113,-98.17278
1119,A1,2,51,20.496928,-98.124025
1120,A1,1,2,20.466367,-98.183091
1121,A1,1,3,20.494665,-98.179325
1122,A1,1,5,20.575814,-98.145434
1123,A1,1,2,20.544694,-98.132096
1124,A1,1,2,20.549062,-98.201166
1125,A1,1,61,20.545046,-98.174486
1126,A1,1,81,20.495824,-98.282293
1127,A1,1,2,20.466595,-98.269665
1128,A1,1,4,20.453146,-98.196121
1129,A1,1,25,20.518133,-98.165184
1130,A1,1,2,20.51867,-98.22534
1131,A1,1,2,20.493826,-98.287079
1132,A1,1,13,20.536461,-98.200976
1133,A1,1,2,20.539955,-98.196869
1134,A1,1,11,20.55832,-98.212207
1135,A1,1,34,20.521526,-98.199297
1136,A1,1,21,20.513395,-98.161664
1137,A1,1,4,20.525598,-98.185605
1138,A1,1,3,20.502129,-98.172126
1139,A1,1,1,20.504504,-98.233748
1140,A1,1,13,20.544621,-98.229601
1141,A1,1,31,20.557392,-98.144355
1142,A1,1,2,20.48806,-98.193446
1143,A1,1,20,20.530625,-98.196117
1144,A1,1,15,20.511823,-98.195074
1145,A1,1,24,20.542334,-98.226183
1146,A1,1,14,20.522639,-98.178601
1147,A1,1,1,20.490838,-98.11792
1148,A1,1,18,20.554301,-98.152899
1149,A1,1,28,20.471958,-98.15283
1150,A1,1,3,20.548542,-98.185771
1151,A1,1,34,20.491237,-98.189443
1152,A1,1,4,20.540281,-98.204737
1153,A1,1,2,20.550477,-98.189876
1154,A1,1,3,20.544404,-98.195344
1155,A1,1,28,20.467801,-98.195173
1156,A1,1,7,20.549605,-98.125538
1157,A1,1,1,20.541974,-98.219812
1158,A1,1,4,20.55021,-98.20798
1159,A1,1,7,20.532799,-98.208882
1160,A1,2,4.5,20.529328,-98.194608
1161,A1,1,34,20.552692,-98.208728
1162,A1,1,3,20.540046,-98.186911
1163,A1,1,3,20.502859,-98.158999
1164,A1,1,4,20.50441,-98.182741
1165,A1,1,7,20.547055,-98.194775
1166,A1,1,175,20.5415,-98.183371
1167,A1,1,16,20.54065,-98.203045
1168,A1,1,6,20.539854,-98.217187
1169,A1,1,15,20.549691,-98.193979
1170,A1,1,2,20.531735,-98.141654
1171,A1,1,6,20.545658,-98.198548
1172,A1,1,2,20.558769,-98.194303
1173,A1,1,1,20.55783,-98.206362
1174,A1,1,2,20.538538,-98.249588
1175,A1,1,1,20.537607,-98.200659
1176,A1,1,10,20.461985,-98.28914
1177,A1,1,71,20.540118,-98.191606
1178,A1,1,6,20.471887,-98.154143
1179,A1,1,33,20.529778,-98.161995
1180,A1,1,12,20.471157,-98.173146
1181,A1,1,1,20.497199,-98.145538
1182,A1,1,5,20.533772,-98.210047
1183,A1,1,2,20.520643,-98.263351
1184,A1,1,19,20.518219,-98.165855
1185,A1,1,15,20.532416,-98.205925
1186,A1,1,10,20.571429,-98.212
1187,A1,2,4.5,20.538561,-98.200922
1188,A1,1,0,20.4972,-98.283325
1189,A1,1,6,20.544328,-98.23569
1190,A1,1,1,20.562768,-98.214286
1191,A1,1,2,20.438141,-98.148863
1192,A1,1,7,20.5567,-98.196093
1193,A1,1,1,20.566956,-98.207981
1194,A1,1,0,20.548844,-98.231883
1195,A1,1,2,20.456241,-98.270156
1196,A1,1,5,20.523869,-98.199346
1197,A1,1,4,20.574759,-98.214462
1198,A1,1,6,20.552139,-98.130051
1199,A1,1,4,20.499922,-98.283125
1200,A1,1,2,20.532262,-98.220208
1201,A1,1,44,20.471279,-98.255803
1202,A1,1,23,20.533747,-98.215363
1203,A1,1,7,20.563681,-98.127788
1204,A1,1,1,20.4698,-98.179807
1205,A1,1,2,20.544422,-98.213662
1206,A1,1,5,20.559964,-98.208432
1207,A1,1,1,20.559988,-98.138488
1208,A1,1,16,20.492837,-98.237195
1209,A1,1,15,20.559956,-98.157418
1210,A1,1,3,20.463415,-98.198543
1211,A1,1,14,20.571028,-98.211394
1212,A1,1,7,20.533784,-98.21105
1213,A1,1,1,20.539182,-98.251631
1214,A1,2,2,20.53669,-98.210824
1215,A1,1,9,20.586047,-98.205358
1216,A1,1,2,20.553051,-98.212905
1217,A1,1,1,20.556204,-98.191377
1218,A1,1,6,20.54997,-98.184882
1219,A1,1,8,20.536162,-98.20853
1220,A1,1,2,20.528343,-98.20327
1221,A1,1,6,20.537895,-98.182505
1222,A1,1,1,20.556551,-98.21703
1223,A1,1,0,20.577839,-98.218886
1224,A1,1,2,20.547051,-98.220956
1225,A1,1,1,20.530491,-98.235226
1226,A1,1,2,20.529993,-98.204218
1227,A1,1,1,20.552616,-98.191775
1228,A1,1,28,20.568774,-98.223059
1229,A1,1,2,20.537625,-98.184435
1230,A1,1,2,20.539264,-98.217511
1231,A1,1,6,20.567919,-98.223404
1232,A1,1,2,20.559995,-98.203453
1233,A1,1,32,20.49583,-98.116469
1234,A1,1,11,20.536082,-98.233998
1235,A1,1,15,20.533998,-98.209001
1236,A1,1,3,20.548449,-98.181691
1237,A1,1,2,20.516384,-98.169717
1238,A1,1,2,20.516384,-98.178717
1239,A1,1,4,20.545711,-98.20727
1240,A1,1,18,20.56713,-98.207126
1241,A1,1,1,20.558232,-98.179004
1242,A1,1,57,20.549763,-98.221254
1243,A1,1,7,20.537664,-98.220674
1244,A1,1,2,20.524688,-98.207666
1245,A1,1,7,20.486498,-98.182642
1246,A1,1,1,20.52257,-98.194705
1247,A1,1,0,20.569406,-98.213951
1248,A1,1,10,20.556728,-98.2138
1249,A1,1,3,20.551712,-98.210881
1250,A1,1,1,20.563434,-98.215217
1251,A1,1,2,20.529621,-98.216601
1252,A1,1,1,20.544383,-98.194058
1253,A1,1,0,20.569921,-98.215209
1254,A1,1,5,20.571909,-98.217645
1255,A1,1,4,20.558808,-98.216804
1256,A1,1,2,20.561319,-98.218018
1257,A1,1,0,20.536821,-98.222763
1258,A1,1,9,20.556728,-98.201387
1259,A1,1,2,20.537595,-98.207373
1260,A1,1,22,20.562786,-98.202396
1261,A1,1,9,20.542851,-98.187422
1262,A1,1,6,20.563332,-98.212852
1263,A1,1,10,20.539708,-98.199827
1264,A1,1,2,20.537512,-98.230853
1265,A1,1,2,20.536949,-98.222832
1266,A1,1,5,20.546528,-98.230929
1267,A1,1,25,20.567978,-98.210485
1268,A1,1,29,20.515199,-98.186233
1269,A1,1,4,20.527495,-98.196837
1270,A1,1,1,20.557716,-98.208289
1271,A1,1,4,20.521232,-98.197751
1272,A1,1,2,20.531891,-98.216984
1273,A1,2,83.5,20.504274,-98.176104
1274,A1,1,2,20.576507,-98.176355
1275,A1,1,11,20.524882,-98.193564
1276,A1,1,2,20.484827,-98.243399
1277,A1,1,0,20.5677,-98.1304
1278,A1,1,20,20.512846,-98.208488
1279,A1,1,13,20.467106,-98.207932
1280,A1,1,5,20.560418,-98.179313
1281,A1,1,11,20.503137,-98.243716
1282,A1,1,3,20.543459,-98.181365
1283,A1,1,10,20.558409,-98.123937
1284,A1,1,9,20.57342,-98.140753
1285,A1,1,13,20.531924,-98.17036
1286,A1,1,7,20.45573,-98.175919
1287,A1,1,2,20.4524,-98.2376
1288,A1,1,4,20.57775,-98.13215
1289,A1,1,2,20.510247,-98.190165
1290,A1,1,4,20.457611,-98.152969
1291,A1,1,6,20.486216,-98.175743
1292,A1,1,2,20.569234,-98.128863
1293,A1,1,23,20.558901,-98.14366
1294,A1,1,2,20.5026,-98.2735
1295,A1,1,99,20.482849,-98.192326
1296,A1,1,7,20.479948,-98.212828
1297,A1,1,7,20.564611,-98.143906
1298,A1,1,6,20.464534,-98.182041
1299,A1,1,10,20.566734,-98.139367
1300,A1,1,2,20.4825,-98.2906
1301,A1,1,2,20.53299,-98.176909
1302,A1,2,1,20.454293,-98.173047
1303,A1,1,4,20.578197,-98.180726
1304,A1,1,17,20.580301,-98.134605
1305,A1,1,3,20.460918,-98.167836
1306,A1,1,66,20.456633,-98.282862
1307,A1,1,13,20.548254,-98.167358
1308,A1,1,60,20.500354,-98.200984
1309,A1,1,5,20.495862,-98.215782
1310,A1,1,2,20.50203,-98.26016
1311,A1,1,0,20.548385,-98.181238
1312,A1,1,2,20.493615,-98.27496
1313,A1,1,2,20.553528,-98.150087
1314,A1,1,6,20.559405,-98.147288
1315,A1,1,47,20.554675,-98.120462
1316,A1,1,76,20.477339,-98.223365
1317,A1,1,10,20.506821,-98.258066
1318,A1,1,2,20.503285,-98.123146
1319,A1,1,2,20.495299,-98.239492
1320,A1,1,1,20.496389,-98.271909
1321,A1,1,6,20.455356,-98.157083
1322,A1,1,26,20.452296,-98.167607
1323,A1,1,8,20.525187,-98.197323
1324,A1,1,2,20.493218,-98.296348
1325,A1,2,11.5,20.453713,-98.183885
1326,A1,1,9,20.535931,-98.136228
1327,A1,1,2,20.491093,-98.199229
1328,A1,1,1,20.544226,-98.150107
1329,A1,1,1,20.505567,-98.183276
1330,A1,1,1,20.49474,-98.192363
1331,A1,1,1,20.563465,-98.184145
1332,A1,1,7,20.50544,-98.229658
1333,A1,1,6,20.530964,-98.199358
1334,A1,1,2,20.503822,-98.252262
1335,A1,1,1,20.521893,-98.214367
1336,A1,1,2,20.477856,-98.201416
1337,A1,1,17,20.471395,-98.220382
1338,A1,1,2,20.544138,-98.193299
1339,A1,2,46,20.537468,-98.205258
1340,A1,1,0,20.527124,-98.212893
1341,A1,1,3,20.472596,-98.149382
1342,A1,1,5,20.518286,-98.147701
1343,A1,1,1,20.49868,-98.236227
1344,A1,2,26.5,20.510558,-98.143578
1345,A1,2,43.5,20.47398,-98.185576
1346,A1,1,15,20.477492,-98.238343
1347,A1,1,10,20.550213,-98.176955
1348,A1,1,6,20.55605,-98.133137
1349,A1,1,2,20.460395,-98.258692
1350,A1,1,12,20.468585,-98.15249
1351,A1,1,37,20.460789,-98.232625
1352,A1,1,2,20.558459,-98.127562
1353,A1,1,2,20.521223,-98.220701
1354,A1,2,22,20.48872,-98.233275
1355,A1,1,2,20.5626,-98.207215
1356,A1,1,4,20.517763,-98.198404
1357,A1,1,4,20.522972,-98.183221
1358,A1,1,2,20.519368,-98.225428
1359,A1,1,14,20.555835,-98.128131
1360,A1,1,2,20.525205,-98.170624
