Id_Cliente,Frecuencia,Vol_Entrega,lat,lon,cluster
623,1,0,20.479771,-98.190093,cluster5
624,1,7,20.552221,-98.142504,cluster6
625,1,15,20.488667,-98.242359,cluster5
626,1,4,20.561233,-98.134947,cluster6
627,1,1,20.560391,-98.131741,cluster6
628,1,1,20.577554,-98.14103,cluster6
629,1,11,20.468736,-98.253608,cluster5
630,1,9,20.511956,-98.206182,cluster5
631,1,49,20.553013,-98.147385,cluster6
632,1,2,20.449731,-98.169118,cluster5
633,1,12,20.545009,-98.149439,cluster6
634,1,39,20.52476,-98.219829,cluster6
635,1,4,20.530754,-98.141205,cluster6
636,1,2,20.4467,-98.167767,cluster5
637,1,3,20.478939,-98.169574,cluster5
638,1,32,20.507559,-98.239249,cluster5
639,1,69,20.538962,-98.167497,cluster6
640,1,28,20.510563,-98.205613,cluster5
641,1,1,20.508649,-98.219569,cluster5
642,1,3,20.530464,-98.193067,cluster6
643,2,30.5,20.461064,-98.175968,cluster3
644,1,3,20.515329,-98.213401,cluster6
645,1,13,20.543198,-98.207021,cluster6
646,1,3,20.478563,-98.161705,cluster5
647,1,39,20.470409,-98.134834,cluster5
648,1,3,20.538168,-98.229266,cluster6
649,1,1,20.482438,-98.160995,cluster5
650,1,5,20.523223,-98.273269,cluster6
651,2,18.5,20.48504,-98.189744,cluster3
652,1,15,20.516361,-98.19584,cluster6
653,1,24,20.481656,-98.134919,cluster5
654,1,7,20.50831,-98.196753,cluster5
655,1,67,20.468003,-98.211599,cluster5
656,1,4,20.472438,-98.171778,cluster5
657,1,14,20.530131,-98.232112,cluster6
658,1,1,20.538589,-98.242587,cluster6
659,1,1,20.494495,-98.25571,cluster5
660,1,3,20.547584,-98.123498,cluster6
661,1,38,20.528892,-98.213565,cluster6
662,1,1,20.521479,-98.145411,cluster6
663,1,11,20.536707,-98.133488,cluster6
664,1,3,20.509968,-98.223935,cluster5
665,1,87,20.551264,-98.227237,cluster6
666,1,2,20.558513,-98.221133,cluster6
667,1,55,20.513554,-98.229314,cluster5
668,1,29,20.4556,-98.21751,cluster5
669,1,46,20.551794,-98.123398,cluster6
670,1,25,20.50912,-98.195769,cluster5
671,1,78,20.471764,-98.190457,cluster5
672,1,4,20.479129,-98.185584,cluster5
673,1,5,20.521817,-98.145559,cluster6
674,1,141,20.56204,-98.189037,cluster6
675,1,20,20.445779,-98.166214,cluster5
676,2,24.5,20.474629,-98.182317,cluster3
677,1,42,20.506402,-98.234898,cluster5
678,1,7,20.525418,-98.136296,cluster6
679,1,31,20.54416,-98.122375,cluster6
680,1,117,20.5345,-98.1462,cluster5
681,1,2,20.53546,-98.19184,cluster6
682,1,12,20.497359,-98.156435,cluster5
683,1,10,20.56707,-98.217105,cluster6
684,1,3,20.513761,-98.243933,cluster6
685,1,64,20.518723,-98.22091,cluster5
686,1,3,20.524633,-98.229555,cluster6
687,1,23,20.466139,-98.25782,cluster5
688,1,36,20.485481,-98.264213,cluster5
689,1,1,20.54456,-98.216964,cluster6
690,1,2,20.511211,-98.219884,cluster5
691,1,5,20.567627,-98.211859,cluster6
692,1,33,20.465659,-98.281269,cluster5
693,1,5,20.462319,-98.178353,cluster5
694,1,1,20.484209,-98.135284,cluster5
695,1,5,20.513169,-98.170929,cluster6
696,1,0,20.517184,-98.212782,cluster6
697,1,3,20.471606,-98.150799,cluster5
698,1,1,20.455957,-98.157767,cluster5
699,1,149,20.56198,-98.192167,cluster6
700,1,11,20.525998,-98.186074,cluster6
701,1,3,20.532301,-98.213202,cluster6
702,1,0,20.553526,-98.152205,cluster6
703,1,7,20.495132,-98.291363,cluster5
704,2,1.5,20.538779,-98.191333,cluster3
705,1,2,20.446849,-98.17384,cluster5
706,1,4,20.545232,-98.208309,cluster6
707,1,5,20.446456,-98.172397,cluster5
708,2,17,20.530859,-98.17278,cluster3
709,1,2,20.513454,-98.215162,cluster6
710,1,2,20.455356,-98.154507,cluster5
711,1,33,20.459939,-98.151345,cluster5
712,1,1,20.497884,-98.247178,cluster5
713,1,1,20.52641,-98.187474,cluster6
714,1,2,20.509738,-98.229942,cluster5
715,1,3,20.460699,-98.167516,cluster5
716,1,20,20.543193,-98.199138,cluster6
717,1,4,20.472902,-98.152982,cluster5
718,1,5,20.461534,-98.150617,cluster5
719,1,5,20.54031,-98.210693,cluster6
720,1,2,20.553527,-98.123022,cluster6
721,1,2,20.551409,-98.141391,cluster6
722,1,138,20.514684,-98.212866,cluster5
723,1,133,20.476651,-98.175428,cluster5
724,1,83,20.516244,-98.193266,cluster5
725,1,7,20.445608,-98.160817,cluster5
726,1,4,20.539131,-98.222972,cluster6
727,1,10,20.464602,-98.154816,cluster5
728,1,7,20.524449,-98.224608,cluster6
729,1,6,20.468352,-98.182987,cluster5
730,1,10,20.481936,-98.139855,cluster5
731,1,4,20.464399,-98.272359,cluster5
732,1,15,20.466487,-98.267827,cluster5
733,1,51,20.46635,-98.206766,cluster5
734,1,5,20.51368,-98.233167,cluster6
735,1,1,20.501213,-98.260903,cluster5
736,1,13,20.464185,-98.131549,cluster5
737,1,4,20.539647,-98.185797,cluster6
738,1,17,20.528527,-98.189235,cluster6
739,1,80,20.468779,-98.163254,cluster5
740,1,11,20.544126,-98.221813,cluster6
741,1,2,20.509468,-98.240658,cluster5
742,1,27,20.498723,-98.197661,cluster5
743,1,3,20.470816,-98.154479,cluster5
744,1,1,20.482753,-98.242383,cluster5
745,1,10,20.487497,-98.236907,cluster5
746,1,3,20.522599,-98.236398,cluster6
747,1,12,20.510324,-98.202253,cluster5
748,1,1,20.480979,-98.133127,cluster5
749,1,97,20.532919,-98.189333,cluster6
750,1,4,20.487932,-98.192861,cluster5
751,1,1,20.536409,-98.200911,cluster6
752,1,4,20.547956,-98.200834,cluster6
753,1,68,20.480541,-98.206093,cluster5
754,1,78,20.495234,-98.239373,cluster5
755,1,1,20.547711,-98.18827,cluster6
756,1,3,20.465555,-98.268048,cluster5
757,1,115,20.484452,-98.199018,cluster5
758,1,33,20.480805,-98.22311,cluster5
759,1,2,20.501556,-98.226987,cluster5
760,1,24,20.517672,-98.237136,cluster6
761,1,25,20.481388,-98.202713,cluster5
762,1,4,20.483508,-98.180985,cluster5
763,1,52,20.548741,-98.139072,cluster6
764,1,33,20.488858,-98.186382,cluster5
765,1,44,20.515277,-98.237322,cluster5
766,2,63,20.556204,-98.190031,cluster3
767,1,7,20.522607,-98.166687,cluster6
768,2,26,20.502772,-98.11263,cluster3
769,1,41,20.484963,-98.252262,cluster5
770,1,51,20.500199,-98.196755,cluster5
771,1,13,20.453139,-98.155689,cluster5
772,1,10,20.489524,-98.179484,cluster5
773,1,18,20.566271,-98.140445,cluster6
774,1,59,20.509803,-98.226313,cluster5
775,2,14,20.479102,-98.243577,cluster3
776,1,0,20.451229,-98.178457,cluster5
777,1,8,20.50768,-98.24226,cluster5
778,1,44,20.48599,-98.190318,cluster5
779,1,23,20.502139,-98.153752,cluster5
780,1,50,20.496328,-98.269202,cluster5
781,1,20,20.520297,-98.161071,cluster6
782,1,60,20.501202,-98.187986,cluster5
783,1,40,20.513482,-98.253556,cluster5
784,2,63.5,20.461474,-98.212891,cluster3
785,1,33,20.540578,-98.153372,cluster6
786,1,32,20.554677,-98.169062,cluster6
787,1,1,20.517996,-98.202061,cluster6
788,1,3,20.518448,-98.176821,cluster6
789,1,10,20.519623,-98.167797,cluster6
790,1,32,20.519593,-98.230054,cluster6
791,1,4,20.48795,-98.208744,cluster5
792,2,1,20.527736,-98.264464,cluster3
793,1,27,20.501315,-98.199568,cluster5
794,1,3,20.458504,-98.165395,cluster5
795,1,6,20.508035,-98.242746,cluster5
796,1,2,20.519064,-98.173307,cluster6
797,1,24,20.485756,-98.159941,cluster5
798,1,34,20.471262,-98.187153,cluster5
799,1,39,20.477804,-98.160044,cluster5
800,1,50,20.505688,-98.273398,cluster5
801,1,3,20.532096,-98.154543,cluster6
802,1,103,20.562848,-98.136324,cluster6
803,1,7,20.504828,-98.214249,cluster5
804,1,171,20.573113,-98.138393,cluster6
805,1,12,20.46748,-98.140611,cluster5
806,1,4,20.520019,-98.217686,cluster6
807,1,16,20.482895,-98.176243,cluster5
808,1,44,20.493617,-98.186232,cluster5
809,1,1,20.469193,-98.189422,cluster5
810,1,86,20.449433,-98.16473,cluster5
811,1,2,20.576912,-98.217483,cluster6
812,1,29,20.494841,-98.277664,cluster5
813,1,23,20.463753,-98.224084,cluster5
814,1,7,20.527581,-98.251768,cluster6
815,1,20,20.526705,-98.153428,cluster6
816,1,12,20.522131,-98.181583,cluster6
817,1,1,20.472977,-98.189783,cluster5
818,2,17,20.49933,-98.243938,cluster3
819,1,7,20.469697,-98.174512,cluster5
820,1,52,20.489458,-98.242173,cluster5
821,1,5,20.511211,-98.184507,cluster6
822,1,3,20.486871,-98.178482,cluster5
823,1,2,20.547805,-98.202437,cluster6
824,1,6,20.490493,-98.250562,cluster5
825,1,4,20.5113,-98.219537,cluster6
826,1,1,20.533902,-98.198568,cluster6
827,1,2,20.460315,-98.149117,cluster5
828,1,2,20.538294,-98.245219,cluster6
829,1,31,20.552492,-98.144022,cluster6
830,1,7,20.444661,-98.211322,cluster5
831,1,7,20.5307,-98.191858,cluster6
832,1,8,20.481843,-98.220477,cluster5
833,1,12,20.539276,-98.230156,cluster6
834,1,1,20.513004,-98.228594,cluster6
835,1,6,20.471456,-98.177308,cluster5
836,1,1,20.492487,-98.134154,cluster5
837,1,8,20.517818,-98.172484,cluster6
838,1,8,20.532353,-98.182697,cluster6
839,1,2,20.546964,-98.193358,cluster6
840,1,0,20.537273,-98.143007,cluster6
841,1,9,20.573115,-98.213487,cluster6
842,1,0,20.453018,-98.147447,cluster5
843,1,12,20.519702,-98.141071,cluster6
844,2,20.5,20.47413,-98.13641,cluster3
845,1,51,20.486613,-98.289155,cluster5
846,1,10,20.551297,-98.203838,cluster6
847,1,3,20.489249,-98.269421,cluster5
848,1,1,20.47901,-98.150313,cluster5
849,1,7,20.549121,-98.153484,cluster6
850,1,22,20.506547,-98.25973,cluster5
851,2,2,20.483072,-98.238995,cluster3
852,1,14,20.503392,-98.22727,cluster5
853,1,4,20.549584,-98.199364,cluster6
854,1,3,20.447956,-98.147345,cluster5
855,1,7,20.512139,-98.223401,cluster6
856,1,3,20.529268,-98.166586,cluster6
857,1,7,20.452143,-98.165323,cluster5
858,1,34,20.488955,-98.217362,cluster5
859,1,1,20.461612,-98.159046,cluster5
860,1,2,20.47059,-98.13254,cluster5
861,1,11,20.482002,-98.19886,cluster5
862,1,2,20.528689,-98.164461,cluster6
863,1,1,20.543478,-98.213548,cluster6
864,1,3,20.554937,-98.17021,cluster6
865,1,12,20.528816,-98.157085,cluster6
866,1,1,20.471366,-98.17011,cluster5
867,1,11,20.55954,-98.161211,cluster6
868,1,4,20.53369,-98.135396,cluster6
869,1,7,20.488762,-98.223078,cluster5
870,1,60,20.533441,-98.217689,cluster6
871,1,87,20.509506,-98.206015,cluster5
872,2,23,20.537286,-98.209036,cluster3
873,1,5,20.537769,-98.192449,cluster6
874,1,11,20.527027,-98.194071,cluster6
875,1,2,20.488285,-98.219735,cluster5
876,1,26,20.480537,-98.176633,cluster5
877,1,12,20.482573,-98.219762,cluster5
878,1,14,20.454358,-98.165397,cluster5
879,2,13.5,20.454477,-98.165963,cluster3
880,1,2,20.498065,-98.191604,cluster5
881,1,7,20.455737,-98.157922,cluster5
882,1,14,20.563702,-98.169473,cluster6
883,1,6,20.513064,-98.146271,cluster6
884,1,4,20.516434,-98.167016,cluster6
885,1,1,20.525074,-98.235361,cluster6
886,1,55,20.466967,-98.198616,cluster5
887,1,11,20.513929,-98.199913,cluster6
888,1,2,20.52878,-98.199587,cluster6
889,1,2,20.538921,-98.202206,cluster6
890,1,5,20.540827,-98.173827,cluster6
891,1,12,20.454213,-98.158709,cluster5
892,1,1,20.509542,-98.157101,cluster6
893,1,1,20.492847,-98.207965,cluster5
894,1,0,20.543072,-98.164985,cluster6
895,1,10,20.474339,-98.140926,cluster5
896,1,2,20.505839,-98.181377,cluster5
897,2,10,20.527164,-98.223551,cluster3
898,1,2,20.52102,-98.220471,cluster6
899,1,19,20.472177,-98.18323,cluster5
900,2,1.5,20.44407,-98.152415,cluster3
901,1,4,20.485441,-98.179245,cluster5
902,1,4,20.499343,-98.22124,cluster5
903,1,57,20.53786,-98.189829,cluster6
904,1,41,20.498587,-98.190263,cluster5
905,1,0,20.558466,-98.134925,cluster6
906,1,3,20.471276,-98.155592,cluster5
907,1,20,20.500422,-98.172258,cluster5
908,1,7,20.521813,-98.153842,cluster6
909,1,13,20.550301,-98.174936,cluster6
910,1,9,20.492946,-98.170412,cluster5
911,1,6,20.457343,-98.219313,cluster5
912,1,2,20.524821,-98.231792,cluster6
913,1,16,20.481262,-98.185584,cluster5
914,1,4,20.465747,-98.174329,cluster5
915,1,56,20.492013,-98.158154,cluster5
916,1,19,20.518049,-98.218639,cluster6
917,1,4,20.549274,-98.184283,cluster6
918,1,4,20.526429,-98.234763,cluster6
919,1,15,20.472431,-98.179972,cluster5
920,1,4,20.570497,-98.139821,cluster6
921,1,15,20.532727,-98.14988,cluster6
922,1,5,20.510134,-98.210765,cluster6
923,1,14,20.455172,-98.161712,cluster5
924,1,12,20.525545,-98.221401,cluster6
925,1,19,20.48091,-98.210644,cluster5
926,1,2,20.506276,-98.183582,cluster5
927,1,90,20.47346,-98.18128,cluster5
928,1,2,20.473757,-98.235616,cluster5
929,1,0,20.517366,-98.191107,cluster6
930,1,1,20.482661,-98.2213,cluster5
931,1,2,20.541564,-98.200087,cluster6
932,1,54,20.531121,-98.219049,cluster6
933,1,3,20.518851,-98.136672,cluster6
934,2,6.5,20.579025,-98.220525,cluster3
935,1,9,20.476697,-98.18923,cluster5
936,1,43,20.510422,-98.152439,cluster5
937,1,37,20.505571,-98.140733,cluster5
938,1,7,20.520923,-98.123715,cluster6
939,1,2,20.530114,-98.218571,cluster6
940,1,3,20.516238,-98.15609,cluster6
941,1,4,20.487824,-98.191521,cluster5
942,1,6,20.550948,-98.176715,cluster6
943,1,17,20.528989,-98.124747,cluster6
944,1,3,20.511416,-98.17936,cluster6
945,1,8,20.504686,-98.126642,cluster5
946,1,19,20.518173,-98.173836,cluster6
947,1,0,20.518214,-98.161459,cluster6
948,1,0,20.558898,-98.131888,cluster6
949,1,10,20.492888,-98.26281,cluster5
950,1,1,20.462345,-98.206329,cluster5
951,1,111,20.461307,-98.289284,cluster5
952,1,25,20.472996,-98.242477,cluster5
953,2,71.5,20.444444,-98.228452,cluster3
954,1,3,20.568197,-98.209685,cluster6
955,1,9,20.481649,-98.143466,cluster5
956,2,13,20.501513,-98.164503,cluster3
957,1,14,20.487449,-98.157342,cluster5
958,1,17,20.516457,-98.167095,cluster6
959,1,61,20.460453,-98.191795,cluster5
960,1,35,20.54208,-98.135407,cluster6
961,1,2,20.521389,-98.159609,cluster6
962,1,17,20.517297,-98.200873,cluster6
963,1,115,20.545608,-98.133251,cluster6
964,1,83,20.492378,-98.218875,cluster5
965,2,5,20.506234,-98.240585,cluster3
966,2,20.5,20.48561,-98.241141,cluster3
967,1,2,20.542262,-98.183285,cluster6
968,2,29.5,20.534696,-98.233853,cluster3
969,1,46,20.513936,-98.12944,cluster5
970,1,3,20.458448,-98.178286,cluster5
971,1,5,20.575451,-98.197762,cluster6
972,1,2,20.514824,-98.123419,cluster6
973,1,1,20.551681,-98.148421,cluster6
974,1,8,20.487005,-98.254583,cluster5
975,1,1,20.447734,-98.163693,cluster5
976,1,4,20.498194,-98.275894,cluster5
977,1,5,20.488772,-98.127139,cluster5
978,1,3,20.533968,-98.221086,cluster6
979,2,33,20.494655,-98.199026,cluster3
980,1,0,20.563498,-98.210852,cluster6
981,1,5,20.504719,-98.15061,cluster5
982,2,3.5,20.499159,-98.245205,cluster3
983,1,6,20.548581,-98.204201,cluster6
984,2,18,20.466083,-98.190493,cluster3
985,1,11,20.560038,-98.132992,cluster6
986,1,10,20.507439,-98.275829,cluster5
987,1,2,20.552838,-98.179774,cluster6
988,1,4,20.531497,-98.165998,cluster6
989,1,10,20.499868,-98.254552,cluster5
990,1,120,20.550118,-98.149002,cluster6
991,1,21,20.495065,-98.265258,cluster5
992,1,54,20.564962,-98.142698,cluster6
993,1,6,20.468059,-98.167212,cluster5
994,1,10,20.484349,-98.259112,cluster5
995,1,7,20.544611,-98.129888,cluster6
996,1,7,20.495005,-98.250583,cluster5
997,1,0,20.538877,-98.205168,cluster6
998,1,3,20.515507,-98.176204,cluster6
999,1,4,20.490578,-98.208954,cluster5
1000,1,8,20.443812,-98.160149,cluster5
1001,1,12,20.48565,-98.149673,cluster5
1002,1,2,20.532312,-98.16917,cluster6
1003,1,2,20.552953,-98.218919,cluster6
1004,1,44,20.538421,-98.136076,cluster6
1005,1,3,20.557551,-98.21303,cluster6
1006,1,8,20.535608,-98.193017,cluster6
1007,1,4,20.505355,-98.203345,cluster5
1008,1,45,20.486558,-98.156949,cluster5
1009,1,1,20.559927,-98.200451,cluster6
1010,1,1,20.565953,-98.216919,cluster6
1011,1,9,20.565967,-98.207275,cluster6
1012,1,10,20.507678,-98.117559,cluster5
1013,1,9,20.540173,-98.196328,cluster6
1014,1,8,20.501393,-98.131361,cluster5
1015,1,13,20.505002,-98.298948,cluster5
1016,1,46,20.455797,-98.162249,cluster5
1017,2,76.5,20.472157,-98.231856,cluster3
1018,1,39,20.479646,-98.175055,cluster5
1019,1,2,20.539281,-98.223518,cluster6
1020,1,2,20.535824,-98.20868,cluster6
1021,1,4,20.453239,-98.154834,cluster5
1022,1,1,20.475544,-98.196014,cluster5
1023,1,86,20.523549,-98.166103,cluster5
1024,1,4,20.546352,-98.183963,cluster6
1025,1,2,20.487959,-98.132698,cluster5
1026,1,4,20.506529,-98.160491,cluster5
1027,1,13,20.517257,-98.179507,cluster6
1028,1,2,20.49734,-98.139538,cluster5
1029,1,2,20.490264,-98.283133,cluster5
1030,1,8,20.567378,-98.213223,cluster6
1031,1,52,20.497108,-98.194315,cluster5
1032,1,26,20.506105,-98.207392,cluster5
1033,1,37,20.450113,-98.173132,cluster5
1034,1,9,20.513247,-98.183064,cluster6
1035,1,2,20.579052,-98.224067,cluster6
1036,1,2,20.548518,-98.184434,cluster6
1037,2,9,20.481628,-98.224101,cluster3
1038,1,8,20.449848,-98.17161,cluster5
1039,1,19,20.530588,-98.132375,cluster6
1040,1,2,20.512279,-98.189698,cluster6
1041,1,4,20.493203,-98.183178,cluster5
1042,1,1,20.448883,-98.165742,cluster5
1043,1,3,20.53019,-98.207533,cluster6
1044,1,120,20.482028,-98.186671,cluster5
1045,1,7,20.514993,-98.21655,cluster6
1046,1,8,20.494085,-98.185804,cluster5
1047,1,3,20.529384,-98.200292,cluster6
1048,1,90,20.494421,-98.27874,cluster5
1049,1,2,20.496056,-98.246475,cluster5
1050,1,2,20.511999,-98.217293,cluster6
1051,1,2,20.540177,-98.223919,cluster6
1052,1,2,20.55195,-98.225146,cluster6
1053,1,63,20.501399,-98.212606,cluster5
1054,1,5,20.485763,-98.220193,cluster5
1055,1,129,20.469742,-98.19903,cluster5
1056,1,1,20.495186,-98.19773,cluster5
1057,1,2,20.552729,-98.210638,cluster6
1058,1,55,20.480449,-98.217781,cluster5
1059,1,84,20.557295,-98.146884,cluster6
1060,1,1,20.506031,-98.136955,cluster5
1061,2,11,20.492149,-98.210629,cluster3
1062,1,15,20.492157,-98.189069,cluster5
1063,1,11,20.511531,-98.173327,cluster6
1064,1,10,20.554156,-98.183861,cluster6
1065,1,4,20.559181,-98.139453,cluster6
1066,1,4,20.500326,-98.157086,cluster5
1067,1,1,20.476117,-98.241893,cluster5
1068,1,1,20.473894,-98.245322,cluster5
1069,1,15,20.490802,-98.27288,cluster5
1070,1,21,20.583653,-98.132391,cluster6
1071,1,2,20.541322,-98.197815,cluster6
1072,1,1,20.53516,-98.234425,cluster6
1073,1,144,20.479294,-98.249507,cluster5
1074,1,7,20.519852,-98.176573,cluster6
1075,1,2,20.470662,-98.158122,cluster5
1076,1,0,20.563294,-98.20437,cluster6
1077,1,2,20.564738,-98.131876,cluster6
1078,1,2,20.535343,-98.18627,cluster6
1079,1,11,20.470481,-98.180844,cluster5
1080,1,8,20.510098,-98.223968,cluster6
1081,1,65,20.542011,-98.131571,cluster6
1082,1,33,20.510966,-98.157725,cluster5
1083,1,14,20.511973,-98.179232,cluster6
1084,1,2,20.520719,-98.22846,cluster6
1085,1,7,20.555116,-98.195002,cluster6
1086,2,1.5,20.53758,-98.19531,cluster3
1087,1,2,20.485769,-98.268455,cluster5
1088,1,4,20.456692,-98.160271,cluster5
1089,1,34,20.513006,-98.157087,cluster5
1090,1,2,20.541048,-98.191386,cluster6
1091,1,7,20.523782,-98.16768,cluster6
1092,1,3,20.519619,-98.152194,cluster6
1093,1,14,20.555362,-98.222261,cluster6
1094,1,1,20.565602,-98.213543,cluster6
1095,1,2,20.537997,-98.204179,cluster6
1096,1,0,20.573679,-98.203272,cluster6
1097,1,6,20.542014,-98.223622,cluster6
1098,1,2,20.485409,-98.286482,cluster5
1099,1,3,20.535936,-98.234367,cluster6
1100,1,3,20.542997,-98.201662,cluster6
1101,1,9,20.535879,-98.202351,cluster6
1102,1,7,20.457629,-98.161873,cluster5
1103,1,0,20.516384,-98.189717,cluster6
1104,1,7,20.535116,-98.184759,cluster6
1105,1,1,20.540126,-98.187323,cluster6
1106,1,1,20.53506,-98.205748,cluster6
1107,1,2,20.556572,-98.173526,cluster6
1108,1,2,20.508384,-98.185717,cluster6
1109,1,4,20.548916,-98.187464,cluster6
1110,1,2,20.549473,-98.155353,cluster6
1111,1,4,20.556418,-98.141697,cluster6
1112,1,2,20.534891,-98.19909,cluster6
1113,1,2,20.475936,-98.15357,cluster5
1114,1,30,20.458902,-98.153515,cluster5
1115,2,13,20.573268,-98.124109,cluster3
1116,1,1,20.550304,-98.180825,cluster6
1117,1,2,20.475985,-98.183184,cluster5
1118,1,11,20.496113,-98.17278,cluster5
1119,2,51,20.496928,-98.124025,cluster3
1120,1,2,20.466367,-98.183091,cluster5
1121,1,3,20.494665,-98.179325,cluster5
1122,1,5,20.575814,-98.145434,cluster6
1123,1,2,20.544694,-98.132096,cluster6
1124,1,2,20.549062,-98.201166,cluster6
1125,1,61,20.545046,-98.174486,cluster6
1126,1,81,20.495824,-98.282293,cluster5
1127,1,2,20.466595,-98.269665,cluster5
1128,1,4,20.453146,-98.196121,cluster5
1129,1,25,20.518133,-98.165184,cluster6
1130,1,2,20.51867,-98.22534,cluster6
1131,1,2,20.493826,-98.287079,cluster5
1132,1,13,20.536461,-98.200976,cluster6
1133,1,2,20.539955,-98.196869,cluster6
1134,1,11,20.55832,-98.212207,cluster6
1135,1,34,20.521526,-98.199297,cluster6
1136,1,21,20.513395,-98.161664,cluster6
1137,1,4,20.525598,-98.185605,cluster6
1138,1,3,20.502129,-98.172126,cluster5
1139,1,1,20.504504,-98.233748,cluster5
1140,1,13,20.544621,-98.229601,cluster6
1141,1,31,20.557392,-98.144355,cluster6
1142,1,2,20.48806,-98.193446,cluster5
1143,1,20,20.530625,-98.196117,cluster6
1144,1,15,20.511823,-98.195074,cluster6
1145,1,24,20.542334,-98.226183,cluster6
1146,1,14,20.522639,-98.178601,cluster6
1147,1,1,20.490838,-98.11792,cluster5
1148,1,18,20.554301,-98.152899,cluster6
1149,1,28,20.471958,-98.15283,cluster5
1150,1,3,20.548542,-98.185771,cluster6
1151,1,34,20.491237,-98.189443,cluster5
1152,1,4,20.540281,-98.204737,cluster6
1153,1,2,20.550477,-98.189876,cluster6
1154,1,3,20.544404,-98.195344,cluster6
1155,1,28,20.467801,-98.195173,cluster5
1156,1,7,20.549605,-98.125538,cluster6
1157,1,1,20.541974,-98.219812,cluster6
1158,1,4,20.55021,-98.20798,cluster6
1159,1,7,20.532799,-98.208882,cluster6
1160,2,4.5,20.529328,-98.194608,cluster3
1161,1,34,20.552692,-98.208728,cluster6
1162,1,3,20.540046,-98.186911,cluster6
1163,1,3,20.502859,-98.158999,cluster5
1164,1,4,20.50441,-98.182741,cluster5
1165,1,7,20.547055,-98.194775,cluster6
1166,1,175,20.5415,-98.183371,cluster5
1167,1,16,20.54065,-98.203045,cluster6
1168,1,6,20.539854,-98.217187,cluster6
1169,1,15,20.549691,-98.193979,cluster6
1170,1,2,20.531735,-98.141654,cluster6
1171,1,6,20.545658,-98.198548,cluster6
1172,1,2,20.558769,-98.194303,cluster6
1173,1,1,20.55783,-98.206362,cluster6
1174,1,2,20.538538,-98.249588,cluster6
1175,1,1,20.537607,-98.200659,cluster6
1176,1,10,20.461985,-98.28914,cluster5
1177,1,71,20.540118,-98.191606,cluster6
1178,1,6,20.471887,-98.154143,cluster5
1179,1,33,20.529778,-98.161995,cluster6
1180,1,12,20.471157,-98.173146,cluster5
1181,1,1,20.497199,-98.145538,cluster5
1182,1,5,20.533772,-98.210047,cluster6
1183,1,2,20.520643,-98.263351,cluster6
1184,1,19,20.518219,-98.165855,cluster6
1185,1,15,20.532416,-98.205925,cluster6
1186,1,10,20.571429,-98.212,cluster6
1187,2,4.5,20.538561,-98.200922,cluster3
1188,1,0,20.4972,-98.283325,cluster5
1189,1,6,20.544328,-98.23569,cluster6
1190,1,1,20.562768,-98.214286,cluster6
1191,1,2,20.438141,-98.148863,cluster2
1192,1,7,20.5567,-98.196093,cluster6
1193,1,1,20.566956,-98.207981,cluster6
1194,1,0,20.548844,-98.231883,cluster6
1195,1,2,20.456241,-98.270156,cluster2
1196,1,5,20.523869,-98.199346,cluster6
1197,1,4,20.574759,-98.214462,cluster6
1198,1,6,20.552139,-98.130051,cluster6
1199,1,4,20.499922,-98.283125,cluster5
1200,1,2,20.532262,-98.220208,cluster6
1201,1,44,20.471279,-98.255803,cluster5
1202,1,23,20.533747,-98.215363,cluster6
1203,1,7,20.563681,-98.127788,cluster6
1204,1,1,20.4698,-98.179807,cluster2
1205,1,2,20.544422,-98.213662,cluster6
1206,1,5,20.559964,-98.208432,cluster6
1207,1,1,20.559988,-98.138488,cluster6
1208,1,16,20.492837,-98.237195,cluster5
1209,1,15,20.559956,-98.157418,cluster6
1210,1,3,20.463415,-98.198543,cluster2
1211,1,14,20.571028,-98.211394,cluster6
1212,1,7,20.533784,-98.21105,cluster6
1213,1,1,20.539182,-98.251631,cluster6
1214,2,2,20.53669,-98.210824,cluster3
1215,1,9,20.586047,-98.205358,cluster6
1216,1,2,20.553051,-98.212905,cluster6
1217,1,1,20.556204,-98.191377,cluster6
1218,1,6,20.54997,-98.184882,cluster6
1219,1,8,20.536162,-98.20853,cluster6
1220,1,2,20.528343,-98.20327,cluster6
1221,1,6,20.537895,-98.182505,cluster6
1222,1,1,20.556551,-98.21703,cluster6
1223,1,0,20.577839,-98.218886,cluster6
1224,1,2,20.547051,-98.220956,cluster6
1225,1,1,20.530491,-98.235226,cluster6
1226,1,2,20.529993,-98.204218,cluster6
1227,1,1,20.552616,-98.191775,cluster6
1228,1,28,20.568774,-98.223059,cluster6
1229,1,2,20.537625,-98.184435,cluster6
1230,1,2,20.539264,-98.217511,cluster6
1231,1,6,20.567919,-98.223404,cluster6
1232,1,2,20.559995,-98.203453,cluster6
1233,1,32,20.49583,-98.116469,cluster5
1234,1,11,20.536082,-98.233998,cluster6
1235,1,15,20.533998,-98.209001,cluster6
1236,1,3,20.548449,-98.181691,cluster6
1237,1,2,20.516384,-98.169717,cluster6
1238,1,2,20.516384,-98.178717,cluster6
1239,1,4,20.545711,-98.20727,cluster6
1240,1,18,20.56713,-98.207126,cluster6
1241,1,1,20.558232,-98.179004,cluster6
1242,1,57,20.549763,-98.221254,cluster6
1243,1,7,20.537664,-98.220674,cluster6
1244,1,2,20.524688,-98.207666,cluster6
