Instance_number,Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Cluster
921,0.254139,A1,0,0.028571,0.433407,-98.210765,cluster5
922,0.254415,A1,0,0.08,0.116201,-98.161712,cluster2
923,0.254691,A1,0,0.068571,0.52235,-98.221401,cluster5
924,0.254967,A1,0,0.108571,0.264744,-98.210644,cluster2
925,0.255243,A1,0,0.011429,0.411141,-98.183582,cluster5
926,0.255519,A1,0,0.514286,0.221748,-98.18128,cluster2
927,0.255795,A1,0,0.011429,0.223462,-98.235616,cluster4
928,0.256071,A1,0,0,0.475146,-98.191107,cluster5
929,0.256347,A1,0,0.005714,0.27485,-98.2213,cluster2
930,0.256623,A1,0,0.011429,0.614801,-98.200087,cluster5
931,0.256898,A1,0,0.308571,0.554531,-98.219049,cluster5
932,0.257174,A1,0,0.017143,0.483716,-98.136672,cluster5
933,0.25745,A1,0.5,0.037143,0.831003,-98.220525,cluster5
934,0.257726,A1,0,0.051429,0.24043,-98.18923,cluster2
935,0.258002,A1,0,0.245714,0.435069,-98.152439,cluster5
936,0.258278,A1,0,0.211429,0.407072,-98.140733,cluster2
937,0.258554,A1,0,0.04,0.495674,-98.123715,cluster5
938,0.25883,A1,0,0.011429,0.548719,-98.218571,cluster5
939,0.259106,A1,0,0.017143,0.468635,-98.15609,cluster5
940,0.259382,A1,0,0.022857,0.304648,-98.191521,cluster2
941,0.259658,A1,0,0.034286,0.66896,-98.176715,cluster5
942,0.259934,A1,0,0.097143,0.542226,-98.124747,cluster5
943,0.26021,A1,0,0.017143,0.440806,-98.17936,cluster5
944,0.260486,A1,0,0.045714,0.401965,-98.126642,cluster5
945,0.260762,A1,0,0.108571,0.479803,-98.173836,cluster5
946,0.261038,A1,0,0,0.48004,-98.161459,cluster5
947,0.261313,A1,0,0,0.714842,-98.131888,cluster5
948,0.261589,A1,0,0.057143,0.333874,-98.26281,cluster2
949,0.261865,A1,0,0.005714,0.157599,-98.206329,cluster4
950,0.262141,A1,0,0.634286,0.151608,-98.289284,cluster2
951,0.262417,A1,0,0.142857,0.21907,-98.242477,cluster2
952,0.262693,A1,0.5,0.408571,0.054286,-98.228452,cluster2
953,0.262969,A1,0,0.017143,0.76851,-98.209685,cluster5
954,0.263245,A1,0,0.051429,0.269009,-98.143466,cluster2
955,0.263521,A1,0.5,0.074286,0.383652,-98.164503,cluster2
956,0.263797,A1,0,0.08,0.302483,-98.157342,cluster2
957,0.264073,A1,0,0.097143,0.469899,-98.167095,cluster5
958,0.264349,A1,0,0.348571,0.146679,-98.191795,cluster2
959,0.264625,A1,0,0.2,0.617779,-98.135407,cluster5
960,0.264901,A1,0,0.011429,0.498364,-98.159609,cluster5
961,0.265177,A1,0,0.097143,0.474747,-98.200873,cluster5
962,0.265453,A1,0,0.657143,0.638141,-98.133251,cluster5
963,0.265728,A1,0,0.474286,0.330931,-98.218875,cluster2
964,0.266004,A1,0.5,0.028571,0.410899,-98.240585,cluster5
965,0.26628,A1,0.5,0.117143,0.29187,-98.241141,cluster2
966,0.266556,A1,0,0.011429,0.61883,-98.183285,cluster5
967,0.266832,A1,0.5,0.168571,0.575163,-98.233853,cluster5
968,0.267108,A1,0,0.262857,0.45535,-98.12944,cluster5
969,0.267384,A1,0,0.017143,0.135108,-98.178286,cluster4
970,0.26766,A1,0,0.028571,0.810376,-98.197762,cluster5
971,0.267936,A1,0,0.011429,0.460475,-98.123419,cluster5
972,0.268212,A1,0,0.005714,0.67319,-98.148421,cluster5
973,0.268488,A1,0,0.045714,0.299921,-98.254583,cluster2
974,0.268764,A1,0,0.005714,0.073273,-98.163693,cluster4
975,0.26904,A1,0,0.022857,0.364497,-98.275894,cluster5
976,0.269316,A1,0,0.028571,0.310119,-98.127139,cluster2
977,0.269592,A1,0,0.017143,0.570962,-98.221086,cluster5
978,0.269868,A1,0.5,0.188571,0.344072,-98.199026,cluster2
979,0.270143,A1,0,0,0.741391,-98.210852,cluster5
980,0.270419,A1,0,0.028571,0.402155,-98.15061,cluster5
981,0.270695,A1,0.5,0.02,0.370066,-98.245205,cluster5
982,0.270971,A1,0,0.034286,0.655299,-98.204201,cluster5
983,0.271247,A1,0.5,0.102857,0.179172,-98.190493,cluster2
984,0.271523,A1,0,0.062857,0.721422,-98.132992,cluster5
985,0.271799,A1,0,0.057143,0.417853,-98.275829,cluster5
986,0.272075,A1,0,0.011429,0.679868,-98.179774,cluster5
987,0.272351,A1,0,0.022857,0.556701,-98.165998,cluster5
988,0.272627,A1,0,0.057143,0.374158,-98.254552,cluster2
989,0.272903,A1,0,0.685714,0.66417,-98.149002,cluster5
990,0.273179,A1,0,0.12,0.346438,-98.265258,cluster2
991,0.273455,A1,0,0.308571,0.74984,-98.142698,cluster5
992,0.273731,A1,0,0.034286,0.190577,-98.167212,cluster4
993,0.274007,A1,0,0.057143,0.284592,-98.259112,cluster2
994,0.274283,A1,0,0.04,0.632387,-98.129888,cluster5
995,0.274558,A1,0,0.04,0.346092,-98.250583,cluster2
996,0.274834,A1,0,0,0.599294,-98.205168,cluster5
997,0.27511,A1,0,0.017143,0.464417,-98.176204,cluster5
998,0.275386,A1,0,0.022857,0.320542,-98.208954,cluster2
999,0.275662,A1,0,0.045714,0.050638,-98.160149,cluster4
1000,0.275938,A1,0,0.068571,0.292101,-98.149673,cluster2
1001,0.276214,A1,0,0.011429,0.561405,-98.16917,cluster5
1002,0.27649,A1,0,0.011429,0.680531,-98.218919,cluster5
1003,0.276766,A1,0,0.251429,0.596662,-98.136076,cluster5
1004,0.277042,A1,0,0.017143,0.707068,-98.21303,cluster5
1005,0.277318,A1,0,0.045714,0.580427,-98.193017,cluster5
1006,0.277594,A1,0,0.022857,0.405826,-98.203345,cluster5
1007,0.27787,A1,0,0.257143,0.297341,-98.156949,cluster2
1008,0.278146,A1,0,0.005714,0.720781,-98.200451,cluster5
1009,0.278422,A1,0,0.005714,0.755559,-98.216919,cluster5
1010,0.278698,A1,0,0.051429,0.75564,-98.207275,cluster5
1011,0.278974,A1,0,0.057143,0.419233,-98.117559,cluster5
1012,0.279249,A1,0,0.051429,0.606773,-98.196328,cluster5
1013,0.279525,A1,0,0.045714,0.382959,-98.131361,cluster5
1014,0.279801,A1,0,0.074286,0.403788,-98.298948,cluster5
1015,0.280077,A1,0,0.262857,0.119808,-98.162249,cluster2
1016,0.280353,A1,0.5,0.437143,0.214228,-98.231856,cluster2
1017,0.280629,A1,0,0.222857,0.257449,-98.175055,cluster2
1018,0.280905,A1,0,0.011429,0.601625,-98.223518,cluster5
1019,0.281181,A1,0,0.011429,0.581674,-98.20868,cluster5
1020,0.281457,A1,0,0.022857,0.105045,-98.154834,cluster4
1021,0.281733,A1,0,0.005714,0.233775,-98.196014,cluster4
1022,0.282009,A1,0,0.491429,0.51083,-98.166103,cluster5
1023,0.282285,A1,0,0.022857,0.642435,-98.183963,cluster5
1024,0.282561,A1,0,0.011429,0.305427,-98.132698,cluster2
1025,0.282837,A1,0,0.022857,0.412601,-98.160491,cluster5
1026,0.283113,A1,0,0.074286,0.474517,-98.179507,cluster5
1027,0.283389,A1,0,0.011429,0.359568,-98.139538,cluster5
1028,0.283664,A1,0,0.011429,0.31873,-98.283133,cluster2
1029,0.28394,A1,0,0.045714,0.763783,-98.213223,cluster5
1030,0.284216,A1,0,0.297143,0.358229,-98.194315,cluster2
1031,0.284492,A1,0,0.148571,0.410154,-98.207392,cluster5
1032,0.284768,A1,0,0.211429,0.087003,-98.173132,cluster2
1033,0.285044,A1,0,0.051429,0.451373,-98.183064,cluster5
1034,0.28532,A1,0,0.011429,0.831158,-98.224067,cluster5
1035,0.285596,A1,0,0.011429,0.654935,-98.184434,cluster5
1036,0.285872,A1,0.5,0.051429,0.268888,-98.224101,cluster2
1037,0.286148,A1,0,0.045714,0.085474,-98.17161,cluster4
1038,0.286424,A1,0,0.108571,0.551455,-98.132375,cluster5
1039,0.2867,A1,0,0.011429,0.445787,-98.189698,cluster5
1040,0.286976,A1,0,0.022857,0.335692,-98.183178,cluster2
1041,0.287252,A1,0,0.005714,0.079905,-98.165742,cluster4
1042,0.287528,A1,0,0.017143,0.549158,-98.207533,cluster5
1043,0.287804,A1,0,0.685714,0.271197,-98.186671,cluster2
1044,0.288079,A1,0,0.04,0.46145,-98.21655,cluster5
1045,0.288355,A1,0,0.045714,0.340782,-98.185804,cluster2
1046,0.288631,A1,0,0.017143,0.544506,-98.200292,cluster5
1047,0.288907,A1,0,0.514286,0.342721,-98.27874,cluster2
1048,0.289183,A1,0,0.011429,0.352158,-98.246475,cluster5
1049,0.289459,A1,0,0.011429,0.444171,-98.217293,cluster5
1050,0.289735,A1,0,0.011429,0.606796,-98.223919,cluster5
1051,0.290011,A1,0,0.011429,0.674743,-98.225146,cluster5
1052,0.290287,A1,0,0.36,0.382994,-98.212606,cluster2
1053,0.290563,A1,0,0.028571,0.292753,-98.220193,cluster2
1054,0.290839,A1,0,0.737143,0.20029,-98.19903,cluster2
1055,0.291115,A1,0,0.005714,0.347137,-98.19773,cluster5
1056,0.291391,A1,0,0.011429,0.679239,-98.210638,cluster5
1057,0.291667,A1,0,0.314286,0.262084,-98.217781,cluster2
1058,0.291943,A1,0,0.48,0.705591,-98.146884,cluster5
1059,0.292219,A1,0,0.005714,0.409727,-98.136955,cluster5
1060,0.292494,A1,0.5,0.062857,0.329609,-98.210629,cluster2
1061,0.29277,A1,0,0.085714,0.329655,-98.189069,cluster2
1062,0.293046,A1,0,0.062857,0.44147,-98.173327,cluster5
1063,0.293322,A1,0,0.057143,0.687474,-98.183861,cluster5
1064,0.293598,A1,0,0.022857,0.716476,-98.139453,cluster5
1065,0.293874,A1,0,0.022857,0.376801,-98.157086,cluster5
1066,0.29415,A1,0,0.005714,0.237082,-98.241893,cluster4
1067,0.294426,A1,0,0.005714,0.224252,-98.245322,cluster4
1068,0.294702,A1,0,0.085714,0.321835,-98.27288,cluster2
1069,0.294978,A1,0,0.12,0.857713,-98.132391,cluster5
1070,0.295254,A1,0,0.011429,0.613405,-98.197815,cluster5
1071,0.29553,A1,0,0.005714,0.577841,-98.234425,cluster5
1072,0.295806,A1,0,0.822857,0.255418,-98.249507,cluster2
1073,0.296082,A1,0,0.04,0.489493,-98.176573,cluster5
1074,0.296358,A1,0,0.011429,0.205599,-98.158122,cluster4
1075,0.296634,A1,0,0,0.740213,-98.20437,cluster5
1076,0.296909,A1,0,0.011429,0.748547,-98.131876,cluster5
1077,0.297185,A1,0,0.011429,0.578898,-98.18627,cluster5
1078,0.297461,A1,0,0.062857,0.204555,-98.180844,cluster4
1079,0.297737,A1,0,0.045714,0.433199,-98.223968,cluster5
1080,0.298013,A1,0,0.371429,0.617381,-98.131571,cluster5
1081,0.298289,A1,0,0.188571,0.438209,-98.157725,cluster5
1082,0.298565,A1,0,0.08,0.444021,-98.179232,cluster5
1083,0.298841,A1,0,0.011429,0.494497,-98.22846,cluster5
1084,0.299117,A1,0,0.04,0.693015,-98.195002,cluster5
1085,0.299393,A1,0.5,0.008571,0.591808,-98.19531,cluster5
1086,0.299669,A1,0,0.011429,0.292788,-98.268455,cluster2
1087,0.299945,A1,0,0.022857,0.124973,-98.160271,cluster4
1088,0.300221,A1,0,0.194286,0.449982,-98.157087,cluster5
1089,0.300497,A1,0,0.011429,0.611823,-98.191386,cluster5
1090,0.300773,A1,0,0.04,0.512175,-98.16768,cluster5
1091,0.301049,A1,0,0.017143,0.488148,-98.152194,cluster5
1092,0.301325,A1,0,0.08,0.694435,-98.222261,cluster5
1093,0.3016,A1,0,0.005714,0.753534,-98.213543,cluster5
1094,0.301876,A1,0,0.011429,0.594215,-98.204179,cluster5
1095,0.302152,A1,0,0,0.800149,-98.203272,cluster5
1096,0.302428,A1,0,0.034286,0.617398,-98.223622,cluster5
1097,0.302704,A1,0,0.011429,0.29071,-98.286482,cluster2
1098,0.30298,A1,0,0.017143,0.58232,-98.234367,cluster5
1099,0.303256,A1,0,0.017143,0.623072,-98.201662,cluster5
1100,0.303532,A1,0,0.051429,0.581991,-98.202351,cluster5
1101,0.303808,A1,0,0.04,0.130381,-98.161873,cluster4
1102,0.304084,A1,0,0,0.469478,-98.189717,cluster5
1103,0.30436,A1,0,0.04,0.577587,-98.184759,cluster5
1104,0.304636,A1,0,0.005714,0.606502,-98.187323,cluster5
1105,0.304912,A1,0,0.005714,0.577264,-98.205748,cluster5
1106,0.305188,A1,0,0.011429,0.701418,-98.173526,cluster5
1107,0.305464,A1,0,0.011429,0.423307,-98.185717,cluster5
1108,0.30574,A1,0,0.022857,0.657232,-98.187464,cluster5
1109,0.306015,A1,0,0.011429,0.660447,-98.155353,cluster5
1110,0.306291,A1,0,0.022857,0.700529,-98.141697,cluster5
1111,0.306567,A1,0,0.011429,0.576289,-98.19909,cluster5
1112,0.306843,A1,0,0.011429,0.236038,-98.15357,cluster4
1113,0.307119,A1,0,0.171429,0.137728,-98.153515,cluster4
1114,0.307395,A1,0.5,0.074286,0.797777,-98.124109,cluster5
1115,0.307671,A1,0,0.005714,0.665243,-98.180825,cluster5
1116,0.307947,A1,0,0.011429,0.23632,-98.183184,cluster4
1117,0.308223,A1,0,0.062857,0.352487,-98.17278,cluster2
1118,0.308499,A1,0.5,0.291429,0.35719,-98.124025,cluster2
1119,0.308775,A1,0,0.011429,0.180811,-98.183091,cluster4
1120,0.309051,A1,0,0.017143,0.34413,-98.179325,cluster5
1121,0.309327,A1,0,0.028571,0.812471,-98.145434,cluster5
1122,0.309603,A1,0,0.011429,0.632866,-98.132096,cluster5
1123,0.309879,A1,0,0.011429,0.658075,-98.201166,cluster5
1124,0.310155,A1,0,0.348571,0.634897,-98.174486,cluster5
1125,0.31043,A1,0,0.462857,0.350819,-98.282293,cluster2
1126,0.310706,A1,0,0.011429,0.182127,-98.269665,cluster4
1127,0.310982,A1,0,0.022857,0.104508,-98.196121,cluster4
1128,0.311258,A1,0,0.142857,0.479572,-98.165184,cluster5
1129,0.311534,A1,0,0.011429,0.482671,-98.22534,cluster5
1130,0.31181,A1,0,0.011429,0.339287,-98.287079,cluster5
1131,0.312086,A1,0,0.074286,0.58535,-98.200976,cluster5
1132,0.312362,A1,0,0.011429,0.605515,-98.196869,cluster5
1133,0.312638,A1,0,0.062857,0.711506,-98.212207,cluster5
1134,0.312914,A1,0,0.194286,0.499154,-98.199297,cluster5
1135,0.31319,A1,0,0.12,0.452227,-98.161664,cluster5
1136,0.313466,A1,0,0.022857,0.522656,-98.185605,cluster5
1137,0.313742,A1,0,0.017143,0.387207,-98.172126,cluster5
1138,0.314018,A1,0,0.005714,0.400914,-98.233748,cluster5
1139,0.314294,A1,0,0.074286,0.632444,-98.229601,cluster5
1140,0.31457,A1,0,0.177143,0.706151,-98.144355,cluster5
1141,0.314845,A1,0,0.011429,0.30601,-98.193446,cluster2
1142,0.315121,A1,0,0.114286,0.551668,-98.196117,cluster5
1143,0.315397,A1,0,0.085714,0.443155,-98.195074,cluster5
1144,0.315673,A1,0,0.137143,0.619245,-98.226183,cluster5
1145,0.315949,A1,0,0.08,0.505578,-98.178601,cluster5
1146,0.316225,A1,0,0.005714,0.322043,-98.11792,cluster2
1147,0.316501,A1,0,0.102857,0.688311,-98.152899,cluster5
1148,0.316777,A1,0,0.16,0.213079,-98.15283,cluster4
1149,0.317053,A1,0,0.017143,0.655074,-98.185771,cluster5
1150,0.317329,A1,0,0.194286,0.324345,-98.189443,cluster2
1151,0.317605,A1,0,0.022857,0.607397,-98.204737,cluster5
1152,0.317881,A1,0,0.011429,0.666242,-98.189876,cluster5
1153,0.318157,A1,0,0.017143,0.631192,-98.195344,cluster5
1154,0.318433,A1,0,0.16,0.189087,-98.195173,cluster4
1155,0.318709,A1,0,0.04,0.661209,-98.125538,cluster5
1156,0.318985,A1,0,0.005714,0.617168,-98.219812,cluster5
1157,0.31926,A1,0,0.022857,0.664701,-98.20798,cluster5
1158,0.319536,A1,0,0.04,0.564215,-98.208882,cluster5
1159,0.319812,A1,0.5,0.025714,0.544183,-98.194608,cluster5
1160,0.320088,A1,0,0.194286,0.679025,-98.208728,cluster5
1161,0.320364,A1,0,0.017143,0.60604,-98.186911,cluster5
1162,0.32064,A1,0,0.017143,0.39142,-98.158999,cluster5
1163,0.320916,A1,0,0.022857,0.400372,-98.182741,cluster5
1164,0.321192,A1,0,0.04,0.646492,-98.194775,cluster5
1165,0.321468,A1,0,1,0.614432,-98.183371,cluster5
1166,0.321744,A1,0,0.091429,0.609526,-98.203045,cluster5
1167,0.32202,A1,0,0.034286,0.604932,-98.217187,cluster5
1168,0.322296,A1,0,0.085714,0.661705,-98.193979,cluster5
1169,0.322572,A1,0,0.011429,0.558074,-98.141654,cluster5
1170,0.322848,A1,0,0.034286,0.638429,-98.198548,cluster5
1171,0.323124,A1,0,0.011429,0.714098,-98.194303,cluster5
1172,0.3234,A1,0,0.005714,0.708678,-98.206362,cluster5
1173,0.323675,A1,0,0.011429,0.597337,-98.249588,cluster5
1174,0.323951,A1,0,0.005714,0.591964,-98.200659,cluster5
1175,0.324227,A1,0,0.057143,0.155521,-98.28914,cluster4
1176,0.324503,A1,0,0.405714,0.606456,-98.191606,cluster5
1177,0.324779,A1,0,0.034286,0.212669,-98.154143,cluster4
1178,0.325055,A1,0,0.188571,0.54678,-98.161995,cluster5
1179,0.325331,A1,0,0.068571,0.208456,-98.173146,cluster4
1180,0.325607,A1,0,0.005714,0.358754,-98.145538,cluster5
1181,0.325883,A1,0,0.028571,0.569831,-98.210047,cluster5
1182,0.326159,A1,0,0.011429,0.494058,-98.263351,cluster5
1183,0.326435,A1,0,0.108571,0.480069,-98.165855,cluster5
1184,0.326711,A1,0,0.085714,0.562005,-98.205925,cluster5
1185,0.326987,A1,0,0.057143,0.787163,-98.212,cluster5
1186,0.327263,A1,0.5,0.025714,0.59747,-98.200922,cluster5
1187,0.327539,A1,0,0,0.35876,-98.283325,cluster5
1188,0.327815,A1,0,0.034286,0.630753,-98.23569,cluster5
1189,0.328091,A1,0,0.005714,0.737177,-98.214286,cluster5
1190,0.328366,A1,0,0.011429,0.017909,-98.148863,cluster4
1191,0.328642,A1,0,0.04,0.702157,-98.196093,cluster5
1192,0.328918,A1,0,0.005714,0.761348,-98.207981,cluster5
1193,0.329194,A1,0,0,0.656817,-98.231883,cluster5
1194,0.32947,A1,0,0.011429,0.12237,-98.270156,cluster4
1195,0.329746,A1,0,0.028571,0.512677,-98.199346,cluster5
1196,0.330022,A1,0,0.022857,0.806382,-98.214462,cluster5
1197,0.330298,A1,0,0.034286,0.675834,-98.130051,cluster5
1198,0.330574,A1,0,0.022857,0.37447,-98.283125,cluster5
1199,0.33085,A1,0,0.011429,0.561116,-98.220208,cluster5
1200,0.331126,A1,0,0.251429,0.20916,-98.255803,cluster4
1201,0.331402,A1,0,0.131429,0.569686,-98.215363,cluster5
1202,0.331678,A1,0,0.04,0.742447,-98.127788,cluster5
1203,0.331954,A1,0,0.005714,0.200624,-98.179807,cluster4
1204,0.33223,A1,0,0.011429,0.631296,-98.213662,cluster5
1205,0.332506,A1,0,0.028571,0.720995,-98.208432,cluster5
1206,0.332781,A1,0,0.005714,0.721133,-98.138488,cluster5
1207,0.333057,A1,0,0.091429,0.33358,-98.237195,cluster2
1208,0.333333,A1,0,0.085714,0.720948,-98.157418,cluster5
1209,0.333609,A1,0,0.017143,0.163774,-98.198543,cluster4
1210,0.333885,A1,0,0.08,0.784849,-98.211394,cluster5
1211,0.334161,A1,0,0.04,0.5699,-98.21105,cluster5
1212,0.334437,A1,0,0.005714,0.601054,-98.251631,cluster5
1213,0.334713,A1,0.5,0.011429,0.586672,-98.210824,cluster5
1214,0.334989,A1,0,0.051429,0.871529,-98.205358,cluster5
1215,0.335265,A1,0,0.011429,0.681097,-98.212905,cluster5
1216,0.335541,A1,0,0.005714,0.699294,-98.191377,cluster5
1217,0.335817,A1,0,0.034286,0.663315,-98.184882,cluster5
1218,0.336093,A1,0,0.045714,0.583624,-98.20853,cluster5
1219,0.336369,A1,0,0.011429,0.538498,-98.20327,cluster5
1220,0.336645,A1,0,0.034286,0.593626,-98.182505,cluster5
1221,0.336921,A1,0,0.005714,0.701297,-98.21703,cluster5
1222,0.337196,A1,0,0,0.824158,-98.218886,cluster5
1223,0.337472,A1,0,0.011429,0.646469,-98.220956,cluster5
1224,0.337748,A1,0,0.005714,0.550895,-98.235226,cluster5
1225,0.338024,A1,0,0.011429,0.548021,-98.204218,cluster5
1226,0.3383,A1,0,0.005714,0.678586,-98.191775,cluster5
1227,0.338576,A1,0,0.16,0.77184,-98.223059,cluster5
1228,0.338852,A1,0,0.011429,0.592068,-98.184435,cluster5
1229,0.339128,A1,0,0.011429,0.601527,-98.217511,cluster5
1230,0.339404,A1,0,0.034286,0.766906,-98.223404,cluster5
1231,0.33968,A1,0,0.011429,0.721173,-98.203453,cluster5
1232,0.339956,A1,0,0.182857,0.350853,-98.116469,cluster2
1233,0.340232,A1,0,0.062857,0.583163,-98.233998,cluster5
1234,0.340508,A1,0,0.085714,0.571135,-98.209001,cluster5
1235,0.340784,A1,0,0.017143,0.654537,-98.181691,cluster5
1236,0.34106,A1,0,0.011429,0.469478,-98.169717,cluster5
1237,0.341336,A1,0,0.011429,0.469478,-98.178717,cluster5
1238,0.341611,A1,0,0.022857,0.638735,-98.20727,cluster5
1239,0.341887,A1,0,0.102857,0.762352,-98.207126,cluster5
1240,0.342163,A1,0,0.005714,0.710999,-98.179004,cluster5
1241,0.342439,A1,0,0.325714,0.662121,-98.221254,cluster5
1242,0.342715,A1,0,0.04,0.592293,-98.220674,cluster5
1243,0.342991,A1,0,0.011429,0.517404,-98.207666,cluster5
1244,0.343267,A1,0,0.04,0.296995,-98.182642,cluster4
1245,0.343543,A1,0,0.005714,0.50518,-98.194705,cluster5
1246,0.343819,A1,0,0,0.775488,-98.213951,cluster5
1247,0.344095,A1,0,0.057143,0.702318,-98.2138,cluster5
1248,0.344371,A1,0,0.017143,0.673369,-98.210881,cluster5
1249,0.344647,A1,0,0.005714,0.741021,-98.215217,cluster5
1250,0.344923,A1,0,0.011429,0.545874,-98.216601,cluster5
1251,0.345199,A1,0,0.005714,0.631071,-98.194058,cluster5
1252,0.345475,A1,0,0,0.77846,-98.215209,cluster5
1253,0.345751,A1,0,0.028571,0.789934,-98.217645,cluster5
1254,0.346026,A1,0,0.022857,0.714323,-98.216804,cluster5
1255,0.346302,A1,0,0.011429,0.728815,-98.218018,cluster5
1256,0.346578,A1,0,0,0.587428,-98.222763,cluster5
1257,0.346854,A1,0,0.051429,0.702318,-98.201387,cluster5
1258,0.34713,A1,0,0.011429,0.591895,-98.207373,cluster5
1259,0.347406,A1,0,0.125714,0.737281,-98.202396,cluster5
1260,0.347682,A1,0,0.051429,0.622229,-98.187422,cluster5
1261,0.347958,A1,0,0.034286,0.740433,-98.212852,cluster5
1262,0.348234,A1,0,0.057143,0.60409,-98.199827,cluster5
1263,0.34851,A1,0,0.011429,0.591416,-98.230853,cluster5
1264,0.348786,A1,0,0.011429,0.588166,-98.222832,cluster5
1265,0.349062,A1,0,0.028571,0.64345,-98.230929,cluster5
1266,0.349338,A1,0,0.142857,0.767246,-98.210485,cluster5
1267,0.349614,A1,0,0.165714,0.462639,-98.186233,cluster5
1268,0.34989,A1,0,0.022857,0.533604,-98.196837,cluster5
1269,0.350166,A1,0,0.005714,0.70802,-98.208289,cluster5
1270,0.350442,A1,0,0.022857,0.497458,-98.197751,cluster5
1271,0.350717,A1,0,0.011429,0.558975,-98.216984,cluster5
1272,0.350993,A1,0.5,0.477143,0.399587,-98.176104,cluster5
1273,0.351269,A1,0,0.011429,0.81647,-98.176355,cluster5
1274,0.351545,A1,0,0.062857,0.518523,-98.193564,cluster5
1275,0.351821,A1,0,0.011429,0.287351,-98.243399,cluster4
1276,0.352097,A1,0,0,0.765642,-98.1304,cluster5
1277,0.352373,A1,0,0.114286,0.449059,-98.208488,cluster5
1278,0.352649,A1,0,0.074286,0.185076,-98.207932,cluster4
1279,0.352925,A1,0,0.028571,0.723615,-98.179313,cluster5
1280,0.353201,A1,0,0.062857,0.393025,-98.243716,cluster5
1281,0.353477,A1,0,0.017143,0.625738,-98.181365,cluster5
1282,0.353753,A1,0,0.057143,0.71202,-98.123937,cluster5
1283,0.354029,A1,0,0.051429,0.798654,-98.140753,cluster5
1284,0.354305,A1,0,0.074286,0.559165,-98.17036,cluster5
1285,0.354581,A1,0,0.04,0.119421,-98.175919,cluster4
1286,0.354857,A1,0,0.011429,0.100203,-98.2376,cluster4
1287,0.355132,A1,0,0.022857,0.823644,-98.13215,cluster5
1288,0.355408,A1,0,0.011429,0.434059,-98.190165,cluster5
1289,0.355684,A1,0,0.022857,0.130277,-98.152969,cluster4
1290,0.35596,A1,0,0.034286,0.295367,-98.175743,cluster4
1291,0.356236,A1,0,0.011429,0.774495,-98.128863,cluster5
1292,0.356512,A1,0,0.131429,0.71486,-98.14366,cluster5
1293,0.356788,A1,0,0.011429,0.389925,-98.2735,cluster5
1294,0.357064,A1,0,0.565714,0.275935,-98.192326,cluster2
1295,0.35734,A1,0,0.04,0.259192,-98.212828,cluster4
1296,0.357616,A1,0,0.04,0.747814,-98.143906,cluster5
1297,0.357892,A1,0,0.034286,0.170232,-98.182041,cluster4
1298,0.358168,A1,0,0.057143,0.760067,-98.139367,cluster5
1299,0.358444,A1,0,0.011429,0.273921,-98.2906,cluster4
1300,0.35872,A1,0,0.011429,0.565318,-98.176909,cluster5
1301,0.358996,A1,0.5,0.005714,0.111128,-98.173047,cluster4
1302,0.359272,A1,0,0.022857,0.826224,-98.180726,cluster5
1303,0.359547,A1,0,0.097143,0.838367,-98.134605,cluster5
1304,0.359823,A1,0,0.017143,0.149363,-98.167836,cluster4
1305,0.360099,A1,0,0.377143,0.124633,-98.282862,cluster4
1306,0.360375,A1,0,0.074286,0.653412,-98.167358,cluster5
1307,0.360651,A1,0,0.342857,0.376963,-98.200984,cluster2
1308,0.360927,A1,0,0.028571,0.351038,-98.215782,cluster4
1309,0.361203,A1,0,0.011429,0.386636,-98.26016,cluster5
1310,0.361479,A1,0,0,0.654168,-98.181238,cluster5
1311,0.361755,A1,0,0.011429,0.33807,-98.27496,cluster4
1312,0.362031,A1,0,0.011429,0.68385,-98.150087,cluster5
1313,0.362307,A1,0,0.034286,0.717768,-98.147288,cluster5
1314,0.362583,A1,0,0.268571,0.69047,-98.120462,cluster5
1315,0.362859,A1,0,0.434286,0.244135,-98.223365,cluster4
1316,0.363135,A1,0,0.057143,0.414286,-98.258066,cluster5
1317,0.363411,A1,0,0.011429,0.393879,-98.123146,cluster5
1318,0.363687,A1,0,0.011429,0.347789,-98.239492,cluster4
1319,0.363962,A1,0,0.005714,0.354079,-98.271909,cluster4
1320,0.364238,A1,0,0.034286,0.117263,-98.157083,cluster4
1321,0.364514,A1,0,0.148571,0.099602,-98.167607,cluster4
1322,0.36479,A1,0,0.045714,0.520283,-98.197323,cluster5
1323,0.365066,A1,0,0.011429,0.335778,-98.296348,cluster4
1324,0.365342,A1,0.5,0.065714,0.10778,-98.183885,cluster4
1325,0.365618,A1,0,0.051429,0.582291,-98.136228,cluster5
1326,0.365894,A1,0,0.011429,0.323514,-98.199229,cluster4
1327,0.36617,A1,0,0.005714,0.630165,-98.150107,cluster5
1328,0.366446,A1,0,0.005714,0.407049,-98.183276,cluster5
1329,0.366722,A1,0,0.005714,0.344563,-98.192363,cluster4
1330,0.366998,A1,0,0.005714,0.7412,-98.184145,cluster5
1331,0.367274,A1,0,0.04,0.406316,-98.229658,cluster5
1332,0.36755,A1,0,0.034286,0.553625,-98.199358,cluster5
1333,0.367826,A1,0,0.011429,0.396978,-98.252262,cluster5
1334,0.368102,A1,0,0.005714,0.501273,-98.214367,cluster5
